"","SCHOOLID","StIDStd","ST04Q01","ESCS","MATHEFF","MTSUP","WEALTH","LEADPD","SCHLTYPE","SMRATIO","TCMORALE"
"476646",38,1093,2,-1.8,-0.48,1.8433,0.01,1.0394,3,93.756,-0.7371
"476648",38,1095,2,-1.51,-0.18,-0.9508,-0.94,1.0394,3,93.756,-0.7371
"476657",38,1104,1,-1.21,-0.18,-1.4093,0.01,1.0394,3,93.756,-0.7371
"476664",38,1111,1,-0.61,-0.77,-1.1894,-1.38,1.0394,3,93.756,-0.7371
"476665",38,1112,1,-0.58,-0.18,-0.2395,0.57,1.0394,3,93.756,-0.7371
"476668",38,1115,1,-1.59,-0.18,0.6709,-0.94,1.0394,3,93.756,-0.7371
"476671",38,1118,2,-1.02,-0.18,0.2486,-0.48,1.0394,3,93.756,-0.7371
"476674",38,1121,1,-0.61,-0.48,-0.2395,0.91,1.0394,3,93.756,-0.7371
"476675",38,1122,2,-0.17,0.15,0.2486,0.27,1.0394,3,93.756,-0.7371
"476676",38,1123,2,0.58,0.54,1.1169,1.33,1.0394,3,93.756,-0.7371
"476678",38,1125,1,1.87,-1.36,-0.9508,0.27,1.0394,3,93.756,-0.7371
"476683",39,1130,1,0.8,0.54,0.2486,0.91,1.7628,3,148,0.0826
"476688",39,1135,1,1.58,2.27,1.8433,1.33,1.7628,3,148,0.0826
"476690",39,1137,2,0.92,2.27,-0.6577,-0.48,1.7628,3,148,0.0826
"476692",39,1139,2,-0.17,0.54,-0.2395,0.01,1.7628,3,148,0.0826
"476694",40,1141,2,1.23,0.78,1.8433,1.9,-0.3717,1,109.2,0.0826
"476699",40,1146,1,-0.32,-0.77,0.6709,0.01,-0.3717,1,109.2,0.0826
"476700",40,1147,2,0.89,-1.21,-0.2395,0.27,-0.3717,1,109.2,0.0826
"476710",40,1157,1,0.61,1.47,0.6709,1.9,-0.3717,1,109.2,0.0826
"476713",40,1160,1,0.31,-0.02,-0.9508,-0.24,-0.3717,1,109.2,0.0826
"476716",40,1163,2,1.02,1.47,0.6709,0.01,-0.3717,1,109.2,0.0826
"476718",40,1165,1,0.59,0.34,0.2486,0.91,-0.3717,1,109.2,0.0826
"476719",40,1166,1,1.19,-0.02,0.2486,0.57,-0.3717,1,109.2,0.0826
"476723",41,1170,1,1.23,-0.18,0.6709,0.57,0.3739,3,84.231,-1.4838
"476724",41,1171,1,0.51,-0.02,-0.2395,0.27,0.3739,3,84.231,-1.4838
"476732",41,1179,1,2.02,2.27,0.2486,3.02,0.3739,3,84.231,-1.4838
"476733",41,1180,1,0.37,-0.92,0.2486,0.91,0.3739,3,84.231,-1.4838
"476735",41,1182,1,1.23,0.54,1.8433,0.01,0.3739,3,84.231,-1.4838
"476737",41,1184,2,0.9,1.07,0.6709,1.9,0.3739,3,84.231,-1.4838
"476740",41,1187,1,1.1,0.15,0.6709,0.27,0.3739,3,84.231,-1.4838
"476742",41,1189,1,0.16,-0.77,-0.2395,0.01,0.3739,3,84.231,-1.4838
"476744",41,1191,2,1.78,0.34,-0.6577,1.9,0.3739,3,84.231,-1.4838
"476746",41,1193,2,0.05,-0.33,-0.9508,0.27,0.3739,3,84.231,-1.4838
"476750",41,1197,2,0.6,1.07,-0.6577,1.9,0.3739,3,84.231,-1.4838
"476752",41,1199,2,1.18,0.78,-0.2395,0.01,0.3739,3,84.231,-1.4838
"476755",41,1202,1,0.67,0.78,0.6709,-0.24,0.3739,3,84.231,-1.4838
"476786",44,1233,1,0.71,0.34,-0.9508,0.57,0.1183,3,243.636,0.4686
"476789",44,1236,1,0.3,1.07,1.8433,0.27,0.1183,3,243.636,0.4686
"476790",44,1237,2,-0.57,-0.33,-0.6577,-0.94,0.1183,3,243.636,0.4686
"476799",44,1246,1,1.21,0.15,0.6709,1.9,0.1183,3,243.636,0.4686
"476801",44,1248,2,1.28,-0.02,-1.1894,1.33,0.1183,3,243.636,0.4686
"476802",44,1249,2,0.47,1.47,-0.6577,0.57,0.1183,3,243.636,0.4686
"476807",44,1254,1,-0.22,-0.77,-0.6577,-0.71,0.1183,3,243.636,0.4686
"476808",44,1255,2,-0.91,1.52,1.1169,-0.01,0.1183,3,243.636,0.4686
"476812",44,1259,1,0.69,-0.33,1.1169,0.27,0.1183,3,243.636,0.4686
"476814",44,1261,1,-2.35,-1.21,-0.6577,-1.61,0.1183,3,243.636,0.4686
"476817",45,1264,2,0.13,-0.18,-0.2395,0.27,-1.7186,3,13.871,-0.7371
"476818",45,1265,2,-0.41,-0.48,1.1169,0.57,-1.7186,3,13.871,-0.7371
"476823",45,1270,2,-0.57,2.27,1.8433,0.27,-1.7186,3,13.871,-0.7371
"476827",45,1274,2,-0.95,-0.77,-2.222,0.57,-1.7186,3,13.871,-0.7371
"476828",45,1275,2,-0.32,2.19,1.1169,0.01,-1.7186,3,13.871,-0.7371
"476833",45,1280,2,-0.36,1.47,-0.2395,1.33,-1.7186,3,13.871,-0.7371
"476844",45,1291,2,-0.11,-1.06,-0.2395,0.01,-1.7186,3,13.871,-0.7371
"476845",45,1292,2,-0.89,-0.18,-0.6577,0.09,-1.7186,3,13.871,-0.7371
"476846",45,1293,1,-0.61,-0.02,0.6709,0.01,-1.7186,3,13.871,-0.7371
"476869",47,1316,2,-0.83,0.15,1.8433,0.57,-0.1263,3,49.75,-0.7371
"476872",47,1319,2,1.11,1.07,-1.4093,1.33,-0.1263,3,49.75,-0.7371
"476876",47,1323,2,0.7,-0.02,0.2486,0.57,-0.1263,3,49.75,-0.7371
"476877",47,1324,2,0.63,-0.18,-0.6577,0.91,-0.1263,3,49.75,-0.7371
"476880",47,1327,2,-0.23,-0.48,-0.2395,0.01,-0.1263,3,49.75,-0.7371
"476881",47,1328,1,-0.15,0.34,0.2486,-0.71,-0.1263,3,49.75,-0.7371
"476882",47,1329,2,0.7,-0.18,0.2486,1.33,-0.1263,3,49.75,-0.7371
"476883",47,1330,2,-0.59,2.27,-1.1894,0.27,-0.1263,3,49.75,-0.7371
"476884",47,1331,1,0.33,0.15,-0.6577,0.91,-0.1263,3,49.75,-0.7371
"476885",47,1332,2,0.14,1.07,-0.2395,0.91,-0.1263,3,49.75,-0.7371
"476892",47,1339,2,0.95,0.54,-0.2395,1.9,-0.1263,3,49.75,-0.7371
"476893",47,1340,2,-0.78,0.15,-0.6577,0.27,-0.1263,3,49.75,-0.7371
"476896",47,1343,1,1.23,-0.02,0.6709,0.27,-0.1263,3,49.75,-0.7371
"476902",48,1349,1,-1.53,-0.33,1.1169,0.01,0.3739,3,100.19,-0.7371
"476905",48,1352,2,-0.98,1.47,1.1169,0.01,0.3739,3,100.19,-0.7371
"476906",48,1353,2,0.32,-0.48,-2.8645,2.79,0.3739,3,100.19,-0.7371
"476907",48,1354,2,-0.48,-0.33,-0.2395,0.27,0.3739,3,100.19,-0.7371
"476908",48,1355,1,-0.92,-0.02,1.1169,-0.48,0.3739,3,100.19,-0.7371
"476909",48,1356,1,9999,-0.18,-0.2395,0.57,0.3739,3,100.19,-0.7371
"476913",48,1360,1,0.16,-0.18,-0.6577,0.57,0.3739,3,100.19,-0.7371
"476916",48,1363,1,0.2,1.07,1.8433,0.57,0.3739,3,100.19,-0.7371
"476919",48,1366,2,-0.89,-1.21,-0.9508,-1.38,0.3739,3,100.19,-0.7371
"476920",48,1367,1,-0.23,0.34,1.8433,-0.71,0.3739,3,100.19,-0.7371
"476928",48,1375,1,-0.92,-0.77,0.6709,-0.23,0.3739,3,100.19,-0.7371
"476933",48,1380,1,-1.17,0.78,0.2486,-0.94,0.3739,3,100.19,-0.7371
"476936",48,1383,1,-0.23,-0.33,-0.2395,0.27,0.3739,3,100.19,-0.7371
"476937",48,1384,1,-1.7,-0.18,1.1169,-0.94,0.3739,3,100.19,-0.7371
"476939",48,1386,2,-1.79,-1.06,-0.9508,0.27,0.3739,3,100.19,-0.7371
"476941",49,1388,2,1.71,-0.18,-0.2395,0.91,0.1183,3,151.333,-3.9788
"476947",49,1394,2,1.28,0.78,0.2486,1.9,0.1183,3,151.333,-3.9788
"476958",49,1405,1,1.78,2.27,-0.6577,1.9,0.1183,3,151.333,-3.9788
"476959",49,1406,1,0.34,-0.02,0.2486,-0.24,0.1183,3,151.333,-3.9788
"476960",49,1407,1,2.6,0.54,0.6709,3.02,0.1183,3,151.333,-3.9788
"476961",49,1408,2,0.87,1.07,-0.2395,0.57,0.1183,3,151.333,-3.9788
"476965",49,1412,1,0.99,-1.68,1.8433,1.9,0.1183,3,151.333,-3.9788
"476966",49,1413,2,1.39,0.54,-0.6577,1.9,0.1183,3,151.333,-3.9788
"476971",49,1418,2,2.36,-0.48,-0.2395,3.02,0.1183,3,151.333,-3.9788
"476972",49,1419,2,0.53,-0.18,-0.2395,1.33,0.1183,3,151.333,-3.9788
"476973",50,1420,1,0.61,-0.18,-0.6577,0.57,1.7628,3,150.933,0.8541
"476976",50,1423,2,0.06,-1.51,-0.9508,-0.71,1.7628,3,150.933,0.8541
"476981",50,1428,2,-1.41,-0.18,0.6709,-0.71,1.7628,3,150.933,0.8541
"476988",50,1435,2,0.57,-0.33,0.6709,-0.24,1.7628,3,150.933,0.8541
"476989",50,1436,2,1.15,2.27,-0.2395,-0.48,1.7628,3,150.933,0.8541
"476991",50,1438,1,0.43,-0.33,0.6709,-0.94,1.7628,3,150.933,0.8541
"476993",50,1440,1,1.12,-0.18,-0.2395,0.57,1.7628,3,150.933,0.8541
"476995",50,1442,2,-1.42,-0.77,-0.2395,0.54,1.7628,3,150.933,0.8541
"476999",50,1446,1,-1.88,-1.06,-1.1894,-0.48,1.7628,3,150.933,0.8541
"477004",50,1451,2,0.45,2.27,1.8433,-2.11,1.7628,3,150.933,0.8541
"477005",50,1452,1,0.81,0.54,-0.2395,-0.71,1.7628,3,150.933,0.8541
"477008",51,1455,1,0.1,-0.48,-0.2395,1.33,1.0394,3,116,-1.4838
"477014",51,1461,2,0.78,0.54,-0.2395,0.57,1.0394,3,116,-1.4838
"477021",51,1468,1,2.24,0.54,1.8433,3.02,1.0394,3,116,-1.4838
"477024",51,1471,1,0.63,0.78,0.6709,0.91,1.0394,3,116,-1.4838
"477025",51,1472,2,0.74,-0.18,1.8433,0.91,1.0394,3,116,-1.4838
"477026",51,1473,2,1,1.47,-0.2395,1.33,1.0394,3,116,-1.4838
"477028",51,1475,2,-0.86,-0.18,-0.6577,0.01,1.0394,3,116,-1.4838
"477034",51,1481,2,0.75,-0.78,-0.2395,1.33,1.0394,3,116,-1.4838
"477036",51,1483,2,-0.12,0.78,0.2486,0.91,1.0394,3,116,-1.4838
"477037",51,1484,2,0.68,-0.18,-0.6577,0.01,1.0394,3,116,-1.4838
"477042",52,1489,1,-0.98,-0.77,0.2486,-0.71,0.9056,3,130.462,-0.7371
"477044",52,1491,1,0.89,0.15,1.1169,1.33,0.9056,3,130.462,-0.7371
"477046",52,1493,1,0.18,1.07,1.1169,0.27,0.9056,3,130.462,-0.7371
"477049",52,1496,1,-0.04,-0.33,-2.8645,0.57,0.9056,3,130.462,-0.7371
"477052",52,1499,1,-1.03,-0.92,-0.2395,-0.48,0.9056,3,130.462,-0.7371
"477053",52,1500,2,1.43,0.34,1.8433,1.33,0.9056,3,130.462,-0.7371
"477054",52,1501,1,0.63,-0.02,1.1169,0.01,0.9056,3,130.462,-0.7371
"477057",52,1504,2,0.1,0.15,-0.2395,0.27,0.9056,3,130.462,-0.7371
"477065",52,1512,2,1.19,-0.18,0.2486,1.9,0.9056,3,130.462,-0.7371
"477066",52,1513,1,0.16,2.27,1.1169,0.91,0.9056,3,130.462,-0.7371
"477106",54,1553,2,-0.49,-0.38,-0.2395,-0.71,0.3739,3,153.375,-1.4838
"477107",54,1554,1,2.09,2.27,1.8433,3.02,0.3739,3,153.375,-1.4838
"477108",54,1555,2,0.68,-0.18,-0.2395,0.01,0.3739,3,153.375,-1.4838
"477112",54,1559,2,0.78,-0.77,-0.6577,0.57,0.3739,3,153.375,-1.4838
"477113",54,1560,2,1.02,2.27,1.8433,1.33,0.3739,3,153.375,-1.4838
"477125",54,1572,1,0.45,-0.18,-0.2395,-0.24,0.3739,3,153.375,-1.4838
"477128",54,1575,1,-1.15,0.54,-0.6577,-0.24,0.3739,3,153.375,-1.4838
"477132",54,1579,1,1.52,-0.77,-0.9508,0.91,0.3739,3,153.375,-1.4838
"477133",55,1580,2,-1.04,0.54,1.8433,-1.42,1.0394,3,120.667,-1.8308
"477134",55,1581,2,-0.84,-0.18,-0.2395,-0.94,1.0394,3,120.667,-1.8308
"477136",55,1583,2,0.31,-0.02,0.2486,0.27,1.0394,3,120.667,-1.8308
"477138",55,1585,1,-0.45,-1.06,1.8433,-0.24,1.0394,3,120.667,-1.8308
"477140",55,1587,2,-0.69,-0.18,-0.2395,-0.24,1.0394,3,120.667,-1.8308
"477149",55,1596,2,0.09,-0.18,-0.9508,0.91,1.0394,3,120.667,-1.8308
"477151",55,1598,1,0.62,0.54,-0.2395,0.57,1.0394,3,120.667,-1.8308
"477153",55,1600,2,1.2,0.78,0.2486,1.33,1.0394,3,120.667,-1.8308
"477161",55,1608,2,0.96,-0.18,-0.2395,0.63,1.0394,3,120.667,-1.8308
"477162",55,1609,2,-0.09,-0.77,-0.6577,-0.48,1.0394,3,120.667,-1.8308
"477164",55,1611,1,0.03,-0.63,-0.2395,0.48,1.0394,3,120.667,-1.8308
"477165",56,1612,1,0.44,-0.33,1.1169,0.91,0.6627,3,79.8,-0.7371
"477168",56,1615,2,0.05,0.34,1.8433,0.01,0.6627,3,79.8,-0.7371
"477170",56,1617,2,0.4,1.07,-0.2395,0.27,0.6627,3,79.8,-0.7371
"477174",56,1621,2,-1.29,-0.48,-0.2395,-1.16,0.6627,3,79.8,-0.7371
"477175",56,1622,1,-0.11,0.54,0.6709,0.57,0.6627,3,79.8,-0.7371
"477176",56,1623,1,-0.89,-0.18,-0.2395,-0.71,0.6627,3,79.8,-0.7371
"477177",56,1624,1,-0.78,-0.63,-1.4093,0.57,0.6627,3,79.8,-0.7371
"477187",56,1634,2,-0.86,-0.92,-0.2395,-1.61,0.6627,3,79.8,-0.7371
"477191",56,1638,1,0.78,-0.02,0.6709,1.9,0.6627,3,79.8,-0.7371
"477192",56,1639,1,-1.16,-0.63,-0.2395,-0.71,0.6627,3,79.8,-0.7371
"477194",56,1641,2,-0.09,-0.18,0.2486,1.33,0.6627,3,79.8,-0.7371
"477198",57,1645,2,0.36,1.07,1.1169,0.27,0.1183,3,158.2,-0.7371
"477200",57,1647,2,-1.17,1.47,-1.4093,-0.71,0.1183,3,158.2,-0.7371
"477201",57,1648,2,-0.69,-0.17,-0.6577,1.33,0.1183,3,158.2,-0.7371
"477205",57,1652,2,0.52,2.11,1.6748,-0.63,0.1183,3,158.2,-0.7371
"477206",57,1653,1,-0.32,-0.02,-0.2395,-1.38,0.1183,3,158.2,-0.7371
"477210",57,1657,2,0.42,1.47,-2.8645,1.33,0.1183,3,158.2,-0.7371
"477211",57,1658,2,-0.67,-0.02,-0.2395,0.27,0.1183,3,158.2,-0.7371
"477212",57,1659,1,0.55,-1.21,-1.1894,0.57,0.1183,3,158.2,-0.7371
"477217",57,1664,1,-0.84,-0.63,-0.2395,-0.71,0.1183,3,158.2,-0.7371
"477222",57,1669,1,-0.69,0.54,1.1169,-0.48,0.1183,3,158.2,-0.7371
"477223",57,1670,2,0.42,1.47,-0.2395,0.27,0.1183,3,158.2,-0.7371
"477224",57,1671,2,0.38,2.27,1.8433,0.91,0.1183,3,158.2,-0.7371
"477225",57,1672,1,0.44,-0.33,1.1169,0.24,0.1183,3,158.2,-0.7371
"477234",58,1681,2,-0.11,0.15,-0.2395,-0.24,-0.8842,3,140,-1.8308
"477241",58,1688,2,1.21,1.07,1.8433,2.97,-0.8842,3,140,-1.8308
"477242",58,1689,2,1.67,2.27,1.8433,0.91,-0.8842,3,140,-1.8308
"477243",58,1690,2,-0.98,-0.18,1.1169,-0.48,-0.8842,3,140,-1.8308
"477244",58,1691,2,0.22,-0.18,0.2486,0.01,-0.8842,3,140,-1.8308
"477247",58,1694,1,1.95,2.27,-0.2395,3.02,-0.8842,3,140,-1.8308
"477248",58,1695,2,-1.38,-0.48,1.1169,-0.24,-0.8842,3,140,-1.8308
"477250",58,1697,1,-0.85,0.34,1.8433,-0.48,-0.8842,3,140,-1.8308
"477251",58,1698,2,-0.27,2.27,1.1169,-0.48,-0.8842,3,140,-1.8308
"477256",58,1703,2,0.96,2.27,1.8433,1.9,-0.8842,3,140,-1.8308
"477258",58,1705,1,0.54,1.47,0.2486,-0.24,-0.8842,3,140,-1.8308
"477264",59,1711,1,-1.09,-0.48,0.6709,-1.16,1.7628,3,105,-0.7371
"477271",59,1718,2,0.92,-0.33,1.1169,-0.71,1.7628,3,105,-0.7371
"477274",59,1721,1,1.19,-0.33,-0.2395,0.27,1.7628,3,105,-0.7371
"477275",59,1722,1,0.66,-0.48,0.2486,0.01,1.7628,3,105,-0.7371
"477281",59,1728,1,1.17,-0.92,1.1169,0.57,1.7628,3,105,-0.7371
"477282",59,1729,1,-1,-0.33,-1.1894,-1.16,1.7628,3,105,-0.7371
"477284",59,1731,2,-0.7,0.78,1.1169,0.91,1.7628,3,105,-0.7371
"477288",59,1735,2,-1.33,-0.63,1.8433,-0.71,1.7628,3,105,-0.7371
"477290",59,1737,1,0.23,-0.77,-0.6577,0.57,1.7628,3,105,-0.7371
"477291",59,1738,2,0.37,0.54,0.6709,0.57,1.7628,3,105,-0.7371
"477292",59,1739,2,0.95,0.78,0.6709,1.33,1.7628,3,105,-0.7371
"477294",59,1741,1,-1.71,-0.48,1.8433,-0.71,1.7628,3,105,-0.7371
"477295",59,1742,1,-1.02,0.78,1.1169,-0.71,1.7628,3,105,-0.7371
"477296",59,1743,2,-1.17,0.15,1.8433,-1.16,1.7628,3,105,-0.7371
"477302",60,1749,2,-1.13,0.54,-0.9508,-0.94,1.7628,3,110.063,1.4452
"477305",60,1752,2,0.44,-0.18,1.8433,-0.24,1.7628,3,110.063,1.4452
"477310",60,1757,1,0.8,-0.33,1.1169,-0.24,1.7628,3,110.063,1.4452
"477314",60,1761,1,0.79,-0.48,1.8433,0.01,1.7628,3,110.063,1.4452
"477324",60,1771,2,1.12,2.27,1.1169,-0.48,1.7628,3,110.063,1.4452
"477325",60,1772,2,1.67,-0.18,0.6709,1.9,1.7628,3,110.063,1.4452
"477328",60,1775,1,0.95,-0.02,-0.2395,-0.24,1.7628,3,110.063,1.4452
"477329",60,1776,2,-1.4,2.27,1.8433,-0.71,1.7628,3,110.063,1.4452
"477333",61,1780,2,1.87,2.27,-0.6577,1.9,1.7628,3,87.524,0.4686
"477336",61,1783,1,0.9,1.47,0.2486,0.91,1.7628,3,87.524,0.4686
"477339",61,1786,2,-0.36,-0.18,-0.2395,1.9,1.7628,3,87.524,0.4686
"477340",61,1787,1,1.04,0.34,1.8433,0.91,1.7628,3,87.524,0.4686
"477341",61,1788,1,1.86,-0.18,0.6709,3.02,1.7628,3,87.524,0.4686
"477342",61,1789,2,-0.38,0.54,1.1169,0.57,1.7628,3,87.524,0.4686
"477346",61,1793,2,-0.58,-0.48,-0.2395,0.01,1.7628,3,87.524,0.4686
"477349",61,1796,2,0.94,-0.18,-0.6577,1.21,1.7628,3,87.524,0.4686
"477352",61,1799,1,0.49,0.15,1.1169,1.33,1.7628,3,87.524,0.4686
"477353",61,1800,2,0.74,1.47,-0.2395,0.27,1.7628,3,87.524,0.4686
"477359",61,1806,1,1.88,2.27,1.8433,3.02,1.7628,3,87.524,0.4686
"477364",62,1811,2,-1.84,0.15,0.6709,-0.94,1.7628,3,179.125,-1.4838
"477367",62,1814,2,0.42,-0.63,0.2486,0.91,1.7628,3,179.125,-1.4838
"477370",62,1817,2,-0.17,-0.48,-0.9508,-0.71,1.7628,3,179.125,-1.4838
"477371",62,1818,1,0.19,-0.48,0.6709,0.57,1.7628,3,179.125,-1.4838
"477375",62,1822,1,-0.04,1.47,1.1169,0.57,1.7628,3,179.125,-1.4838
"477376",62,1823,2,0,-0.33,-0.2395,0.91,1.7628,3,179.125,-1.4838
"477377",62,1824,1,-1.79,-1.06,1.1169,0.27,1.7628,3,179.125,-1.4838
"477378",62,1825,1,-0.27,0.15,-1.0632,-0.29,1.7628,3,179.125,-1.4838
"477387",62,1834,1,-0.66,1.07,0.6709,0.01,1.7628,3,179.125,-1.4838
"477390",62,1837,1,0.11,-0.02,0.2486,0.91,1.7628,3,179.125,-1.4838
"477391",62,1838,2,0.18,0.34,1.8433,0.27,1.7628,3,179.125,-1.4838
"477394",63,1841,1,0.07,-0.02,-0.9508,0.01,1.7628,3,100.143,-0.7371
"477395",63,1842,2,0.63,-1.36,-0.2395,0.91,1.7628,3,100.143,-0.7371
"477400",63,1847,1,-0.31,-0.02,0.2486,0.01,1.7628,3,100.143,-0.7371
"477401",63,1848,2,0.03,0.54,-0.2395,1.33,1.7628,3,100.143,-0.7371
"477405",63,1852,1,-0.21,-0.33,-0.2395,0.27,1.7628,3,100.143,-0.7371
"477407",63,1854,1,1.29,0.54,0.6709,0.91,1.7628,3,100.143,-0.7371
"477409",63,1856,1,1.23,-0.18,-0.6577,1.33,1.7628,3,100.143,-0.7371
"477415",63,1862,2,9999,-0.18,-0.6577,1.9,1.7628,3,100.143,-0.7371
"477419",63,1866,1,1.01,0.15,0.2486,1.33,1.7628,3,100.143,-0.7371
"477421",63,1868,2,0.03,-0.18,1.8433,0.57,1.7628,3,100.143,-0.7371
"477427",63,1874,1,1.65,0.34,1.8433,1.9,1.7628,3,100.143,-0.7371
"477429",64,1876,1,-0.01,-0.27,0.2486,-1.85,1.7628,3,72,-0.7371
"477436",64,1883,2,-0.67,-0.33,1.8433,-0.24,1.7628,3,72,-0.7371
"477441",64,1888,1,0.86,-0.02,0.6709,0.27,1.7628,3,72,-0.7371
"477443",64,1890,2,-0.64,-0.48,1.8433,-0.24,1.7628,3,72,-0.7371
"477444",64,1891,2,0.51,-0.02,1.8433,-0.24,1.7628,3,72,-0.7371
"477446",65,1893,2,0.41,-0.18,-0.2395,1.9,0.1183,3,188.25,0.0826
"477449",65,1896,2,1.36,-2.57,0.6709,0.27,0.1183,3,188.25,0.0826
"477455",65,1902,2,0.38,-0.63,-1.4093,0.01,0.1183,3,188.25,0.0826
"477457",65,1904,2,0.14,-1.06,-1.4093,0.57,0.1183,3,188.25,0.0826
"477458",65,1905,2,1.83,2.27,1.8433,1.9,0.1183,3,188.25,0.0826
"477459",65,1906,2,-1.8,-0.92,-0.9508,1.33,0.1183,3,188.25,0.0826
"477462",65,1909,1,1.38,0.34,0.2486,1.33,0.1183,3,188.25,0.0826
"477464",65,1911,1,1.64,-0.63,1.8433,1.33,0.1183,3,188.25,0.0826
"477468",65,1915,2,0.87,0.54,1.1169,3.02,0.1183,3,188.25,0.0826
"477470",65,1917,1,-0.11,-0.33,-0.2395,-1.16,0.1183,3,188.25,0.0826
"477476",66,1923,2,0.19,1.47,1.8433,0.91,-3.8154,3,161,-0.7371
"477477",66,1924,2,0.08,-0.48,-0.9508,-0.48,-3.8154,3,161,-0.7371
"477479",66,1926,2,-1.04,-0.18,1.8433,0.91,-3.8154,3,161,-0.7371
"477490",66,1937,2,-0.62,-0.92,-1.1894,0.27,-3.8154,3,161,-0.7371
"477494",66,1941,2,-1.77,-0.18,-0.9508,-1.38,-3.8154,3,161,-0.7371
"477498",66,1945,1,0.27,-3.75,-1.1894,1.33,-3.8154,3,161,-0.7371
"477501",66,1948,2,-0.03,0.78,0.6709,0.57,-3.8154,3,161,-0.7371
"477505",66,1952,1,1.11,-0.77,-0.2395,1.9,-3.8154,3,161,-0.7371
"477506",66,1953,2,-1.22,-0.63,-0.2395,-0.48,-3.8154,3,161,-0.7371
"477507",66,1954,2,-0.89,0.34,1.1169,0.57,-3.8154,3,161,-0.7371
"477508",66,1955,2,0.96,-0.18,-0.9508,3.02,-3.8154,3,161,-0.7371
"477521",67,1968,2,-0.56,-0.18,-0.2395,1.33,0.6627,3,175.308,-1.8308
"477525",67,1972,2,0.02,-0.63,0.2486,-0.24,0.6627,3,175.308,-1.8308
"477529",67,1976,1,-1.13,-1.86,-0.2395,-0.94,0.6627,3,175.308,-1.8308
"477531",67,1978,2,0.61,0.54,-0.6577,0.91,0.6627,3,175.308,-1.8308
"477532",67,1979,2,-0.55,-0.33,-0.6577,-1.16,0.6627,3,175.308,-1.8308
"477537",67,1984,2,-0.19,-1.06,-0.9508,0.01,0.6627,3,175.308,-1.8308
"477538",67,1985,2,-0.39,-0.18,0.6709,-0.71,0.6627,3,175.308,-1.8308
"477540",67,1987,2,0.91,-0.33,1.1169,0.91,0.6627,3,175.308,-1.8308
"477545",67,1992,2,-1.17,-0.77,-0.2395,-0.48,0.6627,3,175.308,-1.8308
"477547",68,1994,1,1.23,1.47,-0.2395,1.9,1.0394,3,139.308,0.4686
"477549",68,1996,2,0.89,2.27,1.1169,1.9,1.0394,3,139.308,0.4686
"477551",68,1998,2,1.82,2.27,-0.9508,3.02,1.0394,3,139.308,0.4686
"477554",68,2001,1,0.87,0.78,-0.2395,0.27,1.0394,3,139.308,0.4686
"477558",68,2005,2,1.11,2.27,-0.2395,0.27,1.0394,3,139.308,0.4686
"477562",68,2009,2,1.19,2.27,-1.4093,1.9,1.0394,3,139.308,0.4686
"477566",68,2013,2,-0.33,-0.48,-0.2395,0.57,1.0394,3,139.308,0.4686
"477567",68,2014,1,1.67,1.47,0.6709,1.9,1.0394,3,139.308,0.4686
"477577",68,2024,1,1.5,2.27,1.8433,0.91,1.0394,3,139.308,0.4686
"477579",69,2026,2,0.45,-0.33,-1.1894,1.9,1.0394,1,213.143,0.4686
"477587",69,2034,2,-0.87,-0.18,-0.2395,0.27,1.0394,1,213.143,0.4686
"477589",69,2036,2,0.68,-0.18,1.8433,0.57,1.0394,1,213.143,0.4686
"477593",69,2040,1,0.8,0.54,1.1169,0.27,1.0394,1,213.143,0.4686
"477596",69,2043,2,0.79,-0.18,-2.8645,0.27,1.0394,1,213.143,0.4686
"477597",69,2044,2,0.78,-0.63,-0.2395,1.33,1.0394,1,213.143,0.4686
"477599",69,2046,2,-0.39,-1.06,-0.6577,1.33,1.0394,1,213.143,0.4686
"477603",69,2050,1,1.67,-0.33,0.2486,0.91,1.0394,1,213.143,0.4686
"477605",69,2052,2,0.6,-0.18,-1.4093,0.91,1.0394,1,213.143,0.4686
"477606",69,2053,1,1.13,-0.63,0.6709,1.9,1.0394,1,213.143,0.4686
"477607",69,2054,1,1.36,-0.48,0.6709,1.33,1.0394,1,213.143,0.4686
"477610",69,2057,1,0.85,0.15,0.2486,0.39,1.0394,1,213.143,0.4686
"477613",70,2060,1,0.33,2.27,1.8433,3.02,1.7628,3,143.4,0.4686
"477615",70,2062,2,1.14,-0.48,-1.1894,1.33,1.7628,3,143.4,0.4686
"477622",70,2069,1,1.33,-0.77,-0.2395,0.91,1.7628,3,143.4,0.4686
"477623",70,2070,1,1.02,0.78,1.1169,1.33,1.7628,3,143.4,0.4686
"477624",70,2071,2,1.08,0.34,-0.2395,1.9,1.7628,3,143.4,0.4686
"477634",70,2081,1,-0.49,-0.77,-0.2395,0.01,1.7628,3,143.4,0.4686
"477635",70,2082,2,0.78,1.07,-0.6577,1.9,1.7628,3,143.4,0.4686
"477637",70,2084,2,1.08,0.78,-0.2395,0.57,1.7628,3,143.4,0.4686
"477638",70,2085,1,1.51,-0.18,-0.2395,1.9,1.7628,3,143.4,0.4686
"477709",73,2156,1,1.19,2.27,1.1169,0.91,0.3739,3,160.563,1.4452
"477710",73,2157,1,-0.28,-0.63,0.2486,0.57,0.3739,3,160.563,1.4452
"477714",73,2161,2,1.33,0.54,0.2486,1.33,0.3739,3,160.563,1.4452
